timestamp,datetime,pm25,pm10,no2,co,o3,temp,humidity,wind_speed,aqi,target_aqi_6h,aqi_lag_1,aqi_lag_2
1769193314,2026-01-24 00:05:14,30.29,52.01,10.5,149.76,12.17,5.24,72.77,7.69,125,102.0,133.0,146.0
1769196914,2026-01-24 01:05:14,30.85,48.34,9.6,173.34,10.0,3.92,67.6,2.62,126,119.0,125.0,133.0
1769200514,2026-01-24 02:05:14,31.48,47.86,10.64,190.45,21.39,6.79,57.23,0.67,139,129.0,126.0,125.0
1769204114,2026-01-24 03:05:14,28.19,43.68,8.39,177.75,23.28,9.42,64.21,6.75,122,156.0,139.0,126.0
1769207714,2026-01-24 04:05:14,28.47,44.23,11.48,217.01,23.29,8.49,60.12,6.37,123,135.0,122.0,139.0
1769211314,2026-01-24 05:05:14,27.01,38.9,12.0,233.31,25.83,11.66,60.14,2.79,105,145.0,123.0,122.0
1769214914,2026-01-24 06:05:14,25.88,39.64,10.92,221.11,26.81,14.03,57.96,7.3,102,137.0,105.0,123.0
1769218514,2026-01-24 07:05:14,26.62,39.78,11.03,162.88,34.63,16.92,47.17,5.22,119,145.0,102.0,105.0
1769222114,2026-01-24 08:05:14,31.49,49.63,18.18,384.12,34.18,18.63,42.59,2.31,129,136.0,119.0,102.0
1769225714,2026-01-24 09:05:14,37.16,58.29,21.49,402.7,39.8,21.35,35.95,6.09,156,123.0,129.0,119.0
1769229314,2026-01-24 10:05:14,33.86,51.33,11.97,197.48,38.94,23.09,40.42,5.62,135,110.0,156.0,129.0
1769232914,2026-01-24 11:05:14,35.17,52.31,13.44,199.56,44.27,26.2,32.3,7.32,145,121.0,135.0,156.0
1769236514,2026-01-24 12:05:14,33.57,51.35,7.83,178.17,37.4,24.99,25.92,2.16,137,136.0,145.0,135.0
1769240114,2026-01-24 13:05:14,30.24,48.96,8.67,181.39,43.06,24.76,34.64,4.1,145,138.0,137.0,145.0
1769243714,2026-01-24 14:05:14,33.33,43.96,9.8,222.21,33.43,25.0,25.75,0.0,136,137.0,145.0,137.0
1769247314,2026-01-24 15:05:14,28.88,37.43,9.77,184.93,34.17,22.75,32.46,2.36,123,125.0,136.0,145.0
1769250914,2026-01-24 16:05:14,27.94,42.39,9.31,227.39,33.09,20.39,34.99,4.42,110,123.0,123.0,136.0
1769254514,2026-01-24 17:05:14,29.34,43.29,25.03,385.68,28.31,16.86,49.58,6.31,121,106.0,110.0,123.0
1769258114,2026-01-24 18:05:14,30.79,49.83,18.42,409.03,24.82,14.67,50.0,1.46,136,109.0,121.0,110.0
1769261714,2026-01-24 19:05:14,34.84,58.25,19.0,411.47,18.09,12.15,54.04,2.18,138,114.0,136.0,121.0
1769265314,2026-01-24 20:05:14,32.33,47.77,9.59,167.15,14.65,10.42,67.08,4.16,137,108.0,138.0,136.0
1769268914,2026-01-24 21:05:14,29.87,45.2,7.62,196.96,10.0,4.54,76.24,6.59,125,116.0,137.0,138.0
1769272514,2026-01-24 22:05:14,28.64,47.95,10.15,190.66,12.75,5.69,72.15,4.22,123,100.0,125.0,137.0
1769276114,2026-01-24 23:05:14,26.69,38.75,13.2,188.69,10.0,3.97,81.57,2.93,106,92.0,123.0,125.0
1769279714,2026-01-25 00:05:14,28.11,43.59,6.86,203.79,14.43,5.32,65.79,3.94,109,85.0,106.0,123.0
1769283314,2026-01-25 01:05:14,27.92,44.04,11.65,232.68,13.42,6.11,68.78,4.92,114,92.0,109.0,106.0
1769286914,2026-01-25 02:05:14,27.38,39.15,12.41,186.29,15.98,7.12,59.5,4.95,108,118.0,114.0,109.0
1769290514,2026-01-25 03:05:14,28.04,38.47,6.07,170.33,17.6,8.73,57.94,7.42,116,130.0,108.0,114.0
1769294114,2026-01-25 04:05:14,23.32,31.89,14.69,221.67,22.01,8.53,58.99,1.37,100,123.0,116.0,108.0
1769297714,2026-01-25 05:05:14,22.31,35.89,10.21,203.81,21.01,11.21,58.05,2.63,92,117.0,100.0,116.0
1769301314,2026-01-25 06:05:14,21.26,30.86,12.99,177.22,29.13,14.9,59.67,7.96,85,125.0,92.0,100.0
1769304914,2026-01-25 07:05:14,20.49,33.64,8.48,196.29,25.69,16.96,51.76,4.69,92,108.0,85.0,92.0
1769308514,2026-01-25 08:05:14,26.79,42.44,19.16,394.72,34.7,18.83,44.92,4.53,118,108.0,92.0,85.0
1769312114,2026-01-25 09:05:14,30.72,43.17,18.05,439.18,35.13,22.86,37.89,4.18,130,94.0,118.0,92.0
1769315714,2026-01-25 10:05:14,30.13,43.35,8.44,189.39,37.34,23.74,34.05,7.93,123,88.0,130.0,118.0
1769319314,2026-01-25 11:05:14,28.33,43.03,10.02,182.26,38.26,23.68,19.78,8.05,117,110.0,123.0,130.0
1769322914,2026-01-25 12:05:14,28.55,41.53,8.86,230.35,43.51,25.43,32.74,3.91,125,115.0,117.0,123.0
1769326514,2026-01-25 13:05:14,26.41,40.41,11.83,196.98,43.14,26.28,27.03,6.49,108,118.0,125.0,117.0
1769330114,2026-01-25 14:05:14,25.52,35.68,12.02,196.69,44.72,23.92,33.74,6.92,108,114.0,108.0,125.0
1769333714,2026-01-25 15:05:14,23.17,29.93,7.06,206.84,36.47,21.55,31.95,3.48,94,115.0,108.0,108.0
1769337314,2026-01-25 16:05:14,22.0,33.96,7.95,248.26,29.19,18.69,40.77,5.68,88,122.0,94.0,108.0
1769340914,2026-01-25 17:05:14,24.61,36.64,21.9,418.98,34.25,16.55,46.22,2.87,110,115.0,88.0,94.0
1769344514,2026-01-25 18:05:14,26.67,43.07,22.42,370.24,29.21,15.76,43.42,1.91,115,103.0,110.0,88.0
1769348114,2026-01-25 19:05:14,27.78,43.1,18.13,394.36,21.82,12.67,54.22,8.41,118,109.0,115.0,110.0
1769351714,2026-01-25 20:05:14,28.04,42.34,8.64,209.96,27.2,13.19,58.7,7.09,114,115.0,118.0,115.0
1769355314,2026-01-25 21:05:14,28.94,39.51,11.89,180.21,17.32,7.05,69.67,3.13,115,120.0,114.0,118.0
1769358914,2026-01-25 22:05:14,30.64,48.39,9.82,204.71,15.71,7.63,74.51,5.44,122,103.0,115.0,114.0
1769362514,2026-01-25 23:05:14,28.34,39.73,8.74,205.99,10.97,6.82,65.19,5.23,115,134.0,122.0,115.0
1769366114,2026-01-26 00:05:14,26.02,39.24,8.2,217.2,10.0,4.66,69.51,3.52,103,124.0,115.0,122.0
1769369714,2026-01-26 01:05:14,28.02,36.06,9.67,178.25,23.24,8.12,65.16,4.37,109,142.0,103.0,115.0
1769373314,2026-01-26 02:05:14,27.03,43.1,8.69,216.82,10.0,5.91,63.54,5.07,115,131.0,109.0,103.0
1769376914,2026-01-26 03:05:14,29.93,45.51,14.13,210.8,19.81,6.25,73.87,2.48,120,159.0,115.0,109.0
1769380514,2026-01-26 04:05:14,27.37,38.44,11.97,194.87,20.71,10.69,62.0,7.51,103,148.0,120.0,115.0
1769384114,2026-01-26 05:05:14,29.85,41.05,11.92,173.19,24.6,11.45,57.83,6.6,134,149.0,103.0,120.0
1769387714,2026-01-26 06:05:14,29.81,40.62,8.9,211.72,28.53,15.54,49.22,5.06,124,144.0,134.0,103.0
1769391314,2026-01-26 07:05:14,32.61,49.58,12.31,164.06,36.63,19.7,32.59,2.73,142,119.0,124.0,134.0
1769394914,2026-01-26 08:05:14,32.28,49.7,15.93,408.98,28.19,19.08,41.28,5.67,131,111.0,142.0,124.0
1769398514,2026-01-26 09:05:14,38.48,57.23,21.93,403.29,37.31,22.21,36.0,2.79,159,106.0,131.0,142.0
1769402114,2026-01-26 10:05:14,36.43,56.85,9.68,206.67,39.0,25.02,29.46,3.04,148,109.0,159.0,131.0
1769405714,2026-01-26 11:05:14,35.74,51.21,8.68,221.29,39.69,22.58,35.96,3.65,149,116.0,148.0,159.0
1769409314,2026-01-26 12:05:14,34.78,56.1,8.64,214.19,39.92,24.73,35.61,4.55,144,149.0,149.0,148.0
1769412914,2026-01-26 13:05:14,30.4,46.5,11.32,186.28,38.71,24.8,32.11,4.81,119,187.0,144.0,149.0
1769416514,2026-01-26 14:05:14,28.1,40.72,12.24,204.29,40.71,24.43,33.99,5.17,111,181.0,119.0,144.0
1769420114,2026-01-26 15:05:14,28.02,50.27,7.58,171.37,42.87,21.55,42.11,5.91,106,174.0,111.0,119.0
1769423714,2026-01-26 16:05:14,27.11,36.73,13.18,192.68,36.05,20.38,39.31,6.12,109,171.0,106.0,111.0
1769427314,2026-01-26 17:05:14,30.05,45.74,18.43,391.17,30.88,16.49,45.28,5.72,116,165.0,109.0,106.0
1769430914,2026-01-26 18:05:14,37.42,56.46,19.65,405.03,26.95,15.03,51.79,5.41,149,147.0,116.0,109.0
1769434514,2026-01-26 19:05:14,45.08,71.83,18.0,426.02,26.17,11.84,56.42,5.85,187,148.0,149.0,116.0
1769438114,2026-01-26 20:05:14,44.08,69.43,12.34,177.39,22.06,11.32,57.21,6.6,181,118.0,187.0,149.0
1769441714,2026-01-26 21:05:14,41.48,65.47,10.77,196.39,16.65,8.68,60.75,8.2,174,121.0,181.0,187.0
1769445314,2026-01-26 22:05:14,40.75,63.44,11.5,214.05,16.81,5.81,70.86,5.75,171,130.0,174.0,181.0
1769448914,2026-01-26 23:05:14,39.68,59.14,9.45,207.88,15.09,6.37,74.45,4.21,165,117.0,171.0,174.0
1769452514,2026-01-27 00:05:14,35.36,50.97,8.75,201.71,15.21,5.31,62.12,9.44,147,134.0,165.0,171.0
1769456114,2026-01-27 01:05:14,32.87,51.73,7.5,178.62,13.98,4.86,64.05,8.59,148,125.0,147.0,165.0
1769459714,2026-01-27 02:05:14,28.64,40.38,10.55,198.64,14.95,6.38,66.37,6.43,118,145.0,148.0,147.0
1769463314,2026-01-27 03:05:14,28.79,36.27,10.52,192.39,16.57,7.86,62.49,5.38,121,159.0,118.0,148.0
1769466914,2026-01-27 04:05:14,30.48,45.44,10.42,206.38,21.23,8.84,54.23,5.22,130,179.0,121.0,118.0
1769470514,2026-01-27 05:05:14,30.76,44.41,12.79,180.2,32.35,14.87,44.7,2.56,117,177.0,130.0,121.0
1769474114,2026-01-27 06:05:14,32.75,47.98,13.3,208.01,25.01,13.77,48.93,5.83,134,162.0,117.0,130.0
1769477714,2026-01-27 07:05:14,30.72,49.51,10.85,162.64,30.15,18.67,40.67,7.31,125,169.0,134.0,117.0
1769481314,2026-01-27 08:05:14,35.87,52.87,19.74,426.55,44.81,21.1,36.62,3.05,145,146.0,125.0,134.0
1769484914,2026-01-27 09:05:14,40.97,58.53,21.55,405.23,36.26,22.12,31.71,4.15,159,143.0,145.0,125.0
1769488514,2026-01-27 10:05:14,42.19,64.88,11.72,213.74,45.52,24.78,22.98,1.41,179,135.0,159.0,145.0
1769492114,2026-01-27 11:05:14,41.45,64.67,7.48,218.87,46.14,24.26,40.15,5.24,177,164.0,179.0,159.0
1769495714,2026-01-27 12:05:14,39.66,59.56,5.29,197.03,34.92,22.8,30.26,1.23,162,165.0,177.0,179.0
1769499314,2026-01-27 13:05:14,39.93,58.29,7.72,232.33,35.61,25.04,26.9,2.75,169,190.0,162.0,177.0
1769502914,2026-01-27 14:05:14,37.58,57.64,7.69,233.85,37.01,24.05,34.65,6.76,146,190.0,169.0,162.0
1769506514,2026-01-27 15:05:14,35.21,57.66,10.25,194.79,37.61,22.42,39.65,3.42,143,180.0,146.0,169.0
1769510114,2026-01-27 16:05:14,32.18,48.61,7.62,224.78,28.12,20.17,42.99,7.51,135,182.0,143.0,146.0
1769513714,2026-01-27 17:05:14,38.47,56.51,19.13,439.31,31.56,19.65,38.91,1.91,164,175.0,135.0,143.0
1769517314,2026-01-27 18:05:14,40.45,65.06,21.61,418.51,26.57,14.4,53.9,7.54,165,167.0,164.0,135.0
1769520914,2026-01-27 19:05:14,46.19,69.77,21.23,417.45,24.0,11.32,56.94,8.12,190,162.0,165.0,164.0
1769524514,2026-01-27 20:05:14,43.87,68.2,11.51,225.77,28.77,11.92,57.46,2.29,190,160.0,190.0,165.0
1769528114,2026-01-27 21:05:14,42.73,59.98,14.16,208.65,15.2,7.06,66.44,4.96,180,162.0,190.0,190.0
1769531714,2026-01-27 22:05:14,43.24,66.97,10.9,216.12,10.0,6.03,58.68,4.02,182,167.0,180.0,190.0
1769535314,2026-01-27 23:05:14,40.24,56.27,11.63,196.75,14.56,6.32,65.84,6.06,175,136.0,182.0,180.0
1769538914,2026-01-28 00:05:14,39.98,64.83,9.07,200.67,19.47,5.62,65.57,1.44,167,147.0,175.0,182.0
1769542514,2026-01-28 01:05:14,38.58,56.1,9.72,186.37,16.0,5.9,69.8,6.75,162,138.0,167.0,175.0
1769546114,2026-01-28 02:05:14,38.6,58.85,9.61,177.7,10.56,5.38,68.78,8.44,160,164.0,162.0,167.0
1769549714,2026-01-28 03:05:14,38.69,59.16,10.76,174.63,17.39,9.12,56.35,3.81,162,181.0,160.0,162.0
1769553314,2026-01-28 04:05:14,39.17,59.3,6.99,198.4,20.83,9.32,57.79,5.63,167,152.0,162.0,160.0
1769556914,2026-01-28 05:05:14,33.58,48.78,8.81,196.38,17.87,12.09,60.23,8.68,136,152.0,167.0,162.0
1769560514,2026-01-28 06:05:14,35.53,59.16,9.71,196.81,31.93,16.22,46.99,4.65,147,157.0,136.0,167.0
1769564114,2026-01-28 07:05:14,36.17,58.74,12.86,227.26,44.23,19.24,41.26,1.48,138,170.0,147.0,136.0
1769567714,2026-01-28 08:05:14,40.24,60.24,18.37,393.36,30.74,18.54,44.38,3.61,164,146.0,138.0,147.0
1769571314,2026-01-28 09:05:14,42.6,61.78,21.11,400.99,43.2,22.33,33.46,3.24,181,146.0,164.0,138.0
1769574914,2026-01-28 10:05:14,40.37,59.25,10.61,212.83,46.14,24.9,28.28,3.51,152,138.0,181.0,164.0
1769578514,2026-01-28 11:05:14,37.48,53.91,8.28,198.51,48.75,23.35,24.34,7.3,152,165.0,152.0,181.0
1769582114,2026-01-28 12:05:14,38.74,48.21,6.47,204.39,39.43,24.03,26.02,4.3,157,188.0,152.0,152.0
1769585714,2026-01-28 13:05:14,37.86,51.59,11.39,209.18,40.3,23.09,22.88,6.47,170,184.0,157.0,152.0
1769589314,2026-01-28 14:05:14,36.9,64.42,6.69,226.67,46.16,25.01,27.26,8.09,146,171.0,170.0,157.0
1769592914,2026-01-28 15:05:14,35.1,53.97,9.92,188.75,39.33,22.83,41.06,4.22,146,176.0,146.0,170.0
1769596514,2026-01-28 16:05:14,34.65,44.8,10.34,205.53,33.04,19.52,39.98,4.27,138,165.0,146.0,146.0
1769600114,2026-01-28 17:05:14,38.17,57.3,20.3,390.43,29.92,17.29,34.3,7.59,165,166.0,138.0,146.0
1769603714,2026-01-28 18:05:14,43.87,64.65,20.03,384.95,29.81,15.57,46.05,5.78,188,145.0,165.0,138.0
1769607314,2026-01-28 19:05:14,47.26,68.16,22.9,395.65,20.88,13.04,49.64,5.56,184,143.0,188.0,165.0
1769610914,2026-01-28 20:05:14,42.0,57.61,10.02,184.4,26.92,11.1,58.74,3.51,171,131.0,184.0,188.0
1769614514,2026-01-28 21:05:14,40.46,63.0,6.98,201.63,15.75,6.29,63.27,4.18,176,128.0,171.0,184.0
1769618114,2026-01-28 22:05:14,39.12,59.33,11.72,143.71,18.03,6.83,69.79,6.03,165,120.0,176.0,171.0
1769621714,2026-01-28 23:05:14,39.07,63.17,9.41,211.35,16.72,6.62,73.46,6.14,166,114.0,165.0,176.0
1769625314,2026-01-29 00:05:14,35.78,54.29,9.23,201.5,12.16,5.66,60.89,4.81,145,108.0,166.0,165.0
1769628914,2026-01-29 01:05:14,35.63,52.07,11.75,169.15,10.0,4.04,69.44,4.34,143,126.0,145.0,166.0
1769632514,2026-01-29 02:05:14,35.51,57.67,9.99,185.72,13.12,6.24,64.81,4.69,131,156.0,143.0,145.0
1769636114,2026-01-29 03:05:14,31.45,51.87,9.57,195.72,18.3,7.2,61.59,4.6,128,172.0,131.0,143.0
1769639714,2026-01-29 04:05:14,28.73,48.61,7.19,154.97,18.7,9.86,60.43,5.56,120,178.0,128.0,131.0
1769643314,2026-01-29 05:05:14,29.56,49.83,6.31,192.57,26.68,12.61,60.2,2.94,114,178.0,120.0,128.0
1769646914,2026-01-29 06:05:14,26.64,38.61,9.2,178.44,22.97,15.4,44.2,4.35,108,175.0,114.0,120.0
1769650514,2026-01-29 07:05:14,30.44,52.36,11.91,216.25,35.64,16.52,50.46,0.53,126,175.0,108.0,114.0
1769654114,2026-01-29 08:05:14,35.72,56.11,19.31,393.08,41.78,20.66,30.63,5.53,156,172.0,126.0,108.0
1769657714,2026-01-29 09:05:14,41.48,61.2,21.97,358.62,30.7,20.41,35.1,4.7,172,160.0,156.0,126.0
1769661314,2026-01-29 10:05:14,42.61,67.46,9.89,230.52,42.82,23.97,35.82,6.64,178,147.0,172.0,156.0
1769664914,2026-01-29 11:05:14,42.33,61.83,7.51,201.48,38.35,23.81,34.35,4.08,178,149.0,178.0,172.0
1769668514,2026-01-29 12:05:14,43.59,63.08,7.69,188.8,54.26,27.63,25.61,4.51,175,140.0,178.0,178.0
1769672114,2026-01-29 13:05:14,42.18,64.61,8.08,208.11,44.15,24.51,30.59,4.91,175,130.0,175.0,178.0
1769675714,2026-01-29 14:05:14,40.23,63.89,8.17,211.29,33.66,22.12,37.64,5.55,172,134.0,175.0,175.0
1769679314,2026-01-29 15:05:14,38.69,67.71,12.74,190.61,42.43,23.02,29.19,6.21,160,141.0,172.0,175.0
1769682914,2026-01-29 16:05:14,35.42,49.49,11.02,162.57,37.14,19.49,34.97,8.35,147,124.0,160.0,172.0
1769686514,2026-01-29 17:05:14,34.34,52.43,25.11,390.69,31.63,17.18,57.62,4.13,149,121.0,147.0,160.0
1769690114,2026-01-29 18:05:14,34.36,49.17,22.57,392.17,23.89,13.2,59.94,7.49,140,124.0,149.0,147.0
1769693714,2026-01-29 19:05:14,32.5,47.67,20.78,421.95,26.75,12.83,55.72,6.47,130,115.0,140.0,149.0
1769697314,2026-01-29 20:05:14,32.62,50.1,5.96,187.22,17.45,10.47,59.23,3.21,134,111.0,130.0,140.0
1769700914,2026-01-29 21:05:14,32.52,48.84,8.68,191.95,15.26,7.7,69.96,2.72,141,109.0,134.0,130.0
1769704514,2026-01-29 22:05:14,31.91,48.9,11.88,228.61,10.0,4.88,55.25,6.22,124,110.0,141.0,134.0
1769708114,2026-01-29 23:05:14,29.23,44.55,8.63,192.69,15.59,4.29,85.69,6.4,121,128.0,124.0,141.0
1769711714,2026-01-30 00:05:14,28.51,45.73,10.35,157.37,10.0,4.53,84.03,7.81,124,127.0,121.0,124.0
1769715314,2026-01-30 01:05:14,28.4,36.84,10.69,220.09,11.84,4.84,74.04,6.03,115,125.0,124.0,121.0
1769718914,2026-01-30 02:05:14,25.62,33.96,10.32,185.32,12.09,5.98,67.27,9.18,111,134.0,115.0,124.0
1769722514,2026-01-30 03:05:14,27.91,45.99,9.77,177.94,23.09,7.86,67.24,4.31,109,139.0,111.0,115.0
1769726114,2026-01-30 04:05:14,27.35,45.86,11.52,215.48,15.5,11.23,59.71,7.48,110,146.0,109.0,111.0
1769729714,2026-01-30 05:05:14,31.41,47.19,10.98,196.23,21.22,10.99,55.13,0.49,128,136.0,110.0,109.0
1769733314,2026-01-30 06:05:14,32.4,53.23,10.78,209.36,21.67,14.33,46.98,3.24,127,127.0,128.0,110.0
1769736914,2026-01-30 07:05:14,30.8,42.41,10.54,209.7,29.08,17.37,45.8,6.72,125,131.0,127.0,128.0
1769740514,2026-01-30 08:05:14,31.02,46.63,20.67,417.74,40.41,20.53,35.45,7.88,134,131.0,125.0,127.0
1769744114,2026-01-30 09:05:14,33.84,52.85,23.93,400.55,35.85,22.85,44.69,3.5,139,124.0,134.0,125.0
1769747714,2026-01-30 10:05:14,35.2,54.39,9.27,244.89,38.66,22.86,34.4,2.91,146,128.0,139.0,134.0
1769751314,2026-01-30 11:05:14,32.27,49.51,12.53,197.27,36.88,24.57,29.61,5.18,136,146.0,146.0,139.0
1769754914,2026-01-30 12:05:14,31.83,47.25,10.54,209.09,44.52,25.17,33.55,6.53,127,175.0,136.0,146.0
1769758514,2026-01-30 13:05:14,32.26,49.27,8.51,214.23,44.05,23.93,36.21,6.45,131,175.0,127.0,136.0
1769762114,2026-01-30 14:05:14,31.55,42.53,7.85,218.86,36.22,22.16,44.59,3.79,131,167.0,131.0,127.0
1769765714,2026-01-30 15:05:14,30.09,52.48,10.34,202.19,39.72,22.12,33.4,4.89,124,168.0,131.0,131.0
1769769314,2026-01-30 16:05:14,29.73,43.08,9.96,213.94,34.66,20.93,38.86,7.23,128,147.0,124.0,131.0
1769772914,2026-01-30 17:05:14,35.36,47.2,22.65,416.22,29.67,16.82,46.55,6.37,146,147.0,128.0,124.0
1769776514,2026-01-30 18:05:14,40.8,57.71,18.39,412.63,25.21,13.16,50.67,6.56,175,155.0,146.0,128.0
1769780114,2026-01-30 19:05:14,42.01,63.55,19.52,376.93,22.76,10.78,60.1,4.81,175,144.0,175.0,146.0
1769783714,2026-01-30 20:05:14,39.25,58.63,10.21,179.67,15.05,9.8,56.83,4.72,167,142.0,175.0,175.0
1769787314,2026-01-30 21:05:14,37.99,50.67,10.72,256.09,14.27,7.06,62.54,5.24,168,143.0,167.0,175.0
1769790914,2026-01-30 22:05:14,35.61,56.75,15.28,173.62,10.15,6.74,66.87,8.69,147,137.0,168.0,167.0
1769794514,2026-01-30 23:05:14,34.86,52.53,11.99,194.43,10.0,6.32,72.48,5.03,147,112.0,147.0,168.0
1769798114,2026-01-31 00:05:14,36.94,54.62,6.95,237.67,19.45,4.71,69.61,0.69,155,115.0,147.0,147.0
1769801714,2026-01-31 01:05:14,34.53,51.25,8.36,168.49,10.78,4.57,78.27,3.3,144,102.0,155.0,147.0
1769805314,2026-01-31 02:05:14,35.56,50.74,5.32,200.57,18.67,5.93,65.44,6.29,142,134.0,144.0,155.0
1769808914,2026-01-31 03:05:14,35.08,47.39,8.78,181.54,19.41,6.46,64.65,1.12,143,136.0,142.0,144.0
1769812514,2026-01-31 04:05:14,31.21,43.32,11.65,230.5,15.84,9.9,61.1,5.93,137,155.0,143.0,142.0
1769816114,2026-01-31 05:05:14,29.32,41.13,10.09,163.08,31.47,13.21,54.99,4.57,112,157.0,137.0,143.0
1769819714,2026-01-31 06:05:14,27.94,42.26,12.43,213.76,25.15,16.26,48.91,3.39,115,148.0,112.0,137.0
1769823314,2026-01-31 07:05:14,27.41,39.43,12.42,201.6,31.66,18.54,42.38,5.3,102,138.0,115.0,112.0
1769826914,2026-01-31 08:05:14,30.71,48.94,20.78,398.0,30.56,21.05,47.82,6.93,134,137.0,102.0,115.0
1769830514,2026-01-31 09:05:14,32.23,47.19,18.96,417.16,37.83,22.37,39.86,6.06,136,118.0,134.0,102.0
1769834114,2026-01-31 10:05:14,36.34,52.21,14.35,197.58,41.75,22.06,50.29,3.32,155,117.0,136.0,134.0
1769837714,2026-01-31 11:05:14,36.96,56.27,10.47,233.87,47.45,24.87,31.31,3.17,157,136.0,155.0,136.0
1769841314,2026-01-31 12:05:14,34.15,48.2,8.95,204.5,40.41,25.66,26.92,7.46,148,155.0,157.0,155.0
1769844914,2026-01-31 13:05:14,32.43,44.47,11.68,207.97,37.48,23.18,36.09,7.48,138,188.0,148.0,157.0
1769848514,2026-01-31 14:05:14,33.38,53.86,9.41,212.6,44.93,23.08,31.76,1.52,137,185.0,138.0,148.0
1769852114,2026-01-31 15:05:14,30.51,41.66,9.32,247.69,36.6,21.64,36.57,7.8,118,170.0,137.0,138.0
1769855714,2026-01-31 16:05:14,29.14,42.77,9.14,208.84,26.63,20.15,32.0,4.15,117,171.0,118.0,137.0
1769859314,2026-01-31 17:05:14,33.27,49.92,18.07,382.65,32.74,16.59,47.72,5.11,136,169.0,117.0,118.0
1769862914,2026-01-31 18:05:14,39.8,63.77,21.8,402.92,26.91,15.7,52.16,4.36,155,147.0,136.0,117.0
1769866514,2026-01-31 19:05:14,44.04,69.17,18.33,408.95,27.41,12.87,50.35,4.84,188,130.0,155.0,136.0
1769870114,2026-01-31 20:05:14,45.54,66.64,9.5,143.18,22.1,11.13,58.04,3.46,185,145.0,188.0,155.0
1769873714,2026-01-31 21:05:14,41.1,69.67,7.9,185.4,19.91,7.95,59.09,5.71,170,151.0,185.0,188.0
1769877314,2026-01-31 22:05:14,42.02,59.54,11.34,203.68,15.41,5.96,71.02,1.55,171,128.0,170.0,185.0
1769880914,2026-01-31 23:05:14,39.68,59.57,8.99,176.79,14.03,4.67,79.62,3.09,169,126.0,171.0,170.0
1769884514,2026-02-01 00:05:14,33.75,46.57,8.93,221.2,10.0,5.59,62.37,5.91,147,133.0,169.0,171.0
1769888114,2026-02-01 01:05:14,32.56,45.54,10.12,206.35,11.28,7.08,68.44,5.07,130,118.0,147.0,169.0
1769891714,2026-02-01 02:05:14,36.56,55.24,7.29,206.97,10.0,5.71,77.53,3.19,145,129.0,130.0,147.0
1769895314,2026-02-01 03:05:14,37.74,57.28,7.63,178.04,10.0,7.85,58.37,1.77,151,152.0,145.0,130.0
1769898914,2026-02-01 04:05:14,32.69,48.1,8.19,185.67,19.02,9.83,63.02,4.41,128,142.0,151.0,145.0
1769902514,2026-02-01 05:05:14,32.71,53.14,11.72,216.58,32.81,14.78,56.87,5.51,126,133.0,128.0,151.0
1769906114,2026-02-01 06:05:14,31.33,45.14,9.49,164.95,26.78,15.09,40.7,5.92,133,125.0,126.0,128.0
1769909714,2026-02-01 07:05:14,29.87,45.01,11.02,209.98,29.42,16.92,48.58,6.56,118,119.0,133.0,126.0
1769913314,2026-02-01 08:05:14,30.57,46.16,17.9,410.02,36.66,21.86,39.65,4.43,129,114.0,118.0,133.0
1769916914,2026-02-01 09:05:14,37.52,59.99,16.7,408.73,40.38,23.33,29.3,4.27,152,111.0,129.0,118.0
1769920514,2026-02-01 10:05:14,35.33,51.73,8.4,190.93,34.43,23.09,35.16,4.59,142,120.0,152.0,129.0
1769924114,2026-02-01 11:05:14,31.59,46.05,12.74,219.18,40.73,24.37,27.29,6.21,133,153.0,142.0,152.0
1769927714,2026-02-01 12:05:14,29.69,49.81,11.73,178.99,44.09,26.8,27.07,6.27,125,165.0,133.0,142.0
1769931314,2026-02-01 13:05:14,27.49,40.39,6.78,213.02,47.32,25.21,35.45,3.75,119,179.0,125.0,133.0
1769934914,2026-02-01 14:05:14,28.08,38.36,8.86,161.83,45.86,24.72,34.81,3.27,114,174.0,119.0,125.0
1769938514,2026-02-01 15:05:14,26.99,37.46,7.97,220.59,38.13,19.64,46.88,6.03,111,168.0,114.0,119.0
1769942114,2026-02-01 16:05:14,28.74,46.41,7.1,201.51,29.03,18.3,44.99,2.42,120,159.0,111.0,114.0
1769945714,2026-02-01 17:05:14,34.14,53.08,21.64,371.61,30.02,18.1,38.29,6.56,153,161.0,120.0,111.0
1769949314,2026-02-01 18:05:14,40.77,60.49,19.53,392.02,28.31,16.36,50.68,7.13,165,161.0,153.0,120.0
1769952914,2026-02-01 19:05:14,42.55,62.39,21.25,403.33,23.39,13.27,60.24,8.5,179,173.0,165.0,153.0
1769956514,2026-02-01 20:05:14,40.67,55.34,8.85,183.61,17.23,9.99,58.78,7.62,174,152.0,179.0,165.0
1769960114,2026-02-01 21:05:14,39.97,60.04,9.99,198.49,15.86,7.77,65.42,4.36,168,142.0,174.0,179.0
1769963714,2026-02-01 22:05:14,37.9,60.34,8.64,187.81,11.51,6.17,63.0,5.51,159,137.0,168.0,174.0
1769967314,2026-02-01 23:05:14,39.35,55.63,7.1,220.61,14.02,3.85,74.79,4.55,161,135.0,159.0,168.0
1769970914,2026-02-02 00:05:14,40.46,59.58,8.51,190.71,15.81,4.6,72.09,5.15,161,136.0,161.0,159.0
